date,fiscal_year,base_year,group_code,cmdty_code,description,index_value
2020-02-01,2019-2020,2015-16,05,67,Household servant,130.96
2020-03-01,2019-2020,2015-16,05,67,Household servant,130.99
2020-04-01,2019-2020,2015-16,05,67,Household servant,130.99
2020-05-01,2019-2020,2015-16,05,67,Household servant,131.02
2020-06-01,2019-2020,2015-16,05,67,Household servant,131.21
2020-07-01,2020-2021,2015-16,05,67,Household servant,132.71
2020-08-01,2020-2021,2015-16,05,67,Household servant,132.71
2020-09-01,2020-2021,2015-16,05,67,Household servant,132.74
2020-10-01,2020-2021,2015-16,05,67,Household servant,133.89
2020-11-01,2020-2021,2015-16,05,67,Household servant,134.21
2020-12-01,2020-2021,2015-16,05,67,Household servant,134.27
2021-01-01,2020-2021,2015-16,05,67,Household servant,134.48
2021-02-01,2020-2021,2015-16,05,67,Household servant,134.55
2021-03-01,2020-2021,2015-16,05,67,Household servant,134.66
2021-04-01,2020-2021,2015-16,05,67,Household servant,134.66
2021-05-01,2020-2021,2015-16,05,67,Household servant,134.66
2021-06-01,2020-2021,2015-16,05,67,Household servant,135.61
2021-07-01,2021-2022,2015-16,05,67,Household servant,135.61
2021-08-01,2021-2022,2015-16,05,67,Household servant,135.87
2021-09-01,2021-2022,2015-16,05,67,Household servant,136.1
2021-10-01,2021-2022,2015-16,05,67,Household servant,136.95
2021-11-01,2021-2022,2015-16,05,67,Household servant,138.23
2021-12-01,2021-2022,2015-16,05,67,Household servant,138.35
2022-01-01,2021-2022,2015-16,05,67,Household servant,139.87
2022-02-01,2021-2022,2015-16,05,67,Household servant,147.16
2022-03-01,2021-2022,2015-16,05,67,Household servant,147.34
2022-04-01,2021-2022,2015-16,05,67,Household servant,147.88
2022-05-01,2021-2022,2015-16,05,67,Household servant,150.52
2022-06-01,2021-2022,2015-16,05,67,Household servant,152.26
2022-07-01,2022-2023,2015-16,05,67,Household servant,153.66
2022-08-01,2022-2023,2015-16,05,67,Household servant,155.26
2022-09-01,2022-2023,2015-16,05,67,Household servant,156.64
2022-10-01,2022-2023,2015-16,05,67,Household servant,164.49
2022-11-01,2022-2023,2015-16,05,67,Household servant,166.65
2022-12-01,2022-2023,2015-16,05,67,Household servant,166.66
2023-01-01,2022-2023,2015-16,05,67,Household servant,167.21
2023-02-01,2022-2023,2015-16,05,67,Household servant,172.54
2023-03-01,2022-2023,2015-16,05,67,Household servant,174.47
2023-04-01,2022-2023,2015-16,05,67,Household servant,175.54
2023-05-01,2022-2023,2015-16,05,67,Household servant,178.34
2023-06-01,2022-2023,2015-16,05,67,Household servant,178.35
2023-07-01,2023-2024,2015-16,05,67,Household servant,179.27
2023-08-01,2023-2024,2015-16,05,67,Household servant,180
2023-09-01,2023-2024,2015-16,05,67,Household servant,184.31
2023-10-01,2023-2024,2015-16,05,67,Household servant,184.66
2023-11-01,2023-2024,2015-16,05,67,Household servant,186.92
2023-12-01,2023-2024,2015-16,05,67,Household servant,186.99
2024-01-01,2023-2024,2015-16,05,67,Household servant,187.19
2024-02-01,2023-2024,2015-16,05,67,Household servant,189.12
2024-03-01,2023-2024,2015-16,05,67,Household servant,189.91
2024-04-01,2023-2024,2015-16,05,67,Household servant,189.91
2024-05-01,2023-2024,2015-16,05,67,Household servant,189.97
2024-06-01,2023-2024,2015-16,05,67,Household servant,190.67
2024-07-01,2024-2025,2015-16,05,67,Household servant,190.67
2024-08-01,2024-2025,2015-16,05,67,Household servant,191.26
2024-09-01,2024-2025,2015-16,05,67,Household servant,191.76
2024-10-01,2024-2025,2015-16,05,67,Household servant,193.75
2024-11-01,2024-2025,2015-16,05,67,Household servant,198.83
2024-12-01,2024-2025,2015-16,05,67,Household servant,199.33
2025-01-01,2024-2025,2015-16,05,67,Household servant,199.47
2025-02-01,2024-2025,2015-16,05,67,Household servant,199.69
2025-03-01,2024-2025,2015-16,05,67,Household servant,199.81
2025-04-01,2024-2025,2015-16,05,67,Household servant,199.94
2025-05-01,2024-2025,2015-16,05,67,Household servant,199.94
2025-06-01,2024-2025,2015-16,05,67,Household servant,199.94
2025-07-01,2025-2026,2015-16,05,67,Household servant,205.08
2025-08-01,2025-2026,2015-16,05,67,Household servant,205.26
2025-09-01,2025-2026,2015-16,05,67,Household servant,206.41
2025-10-01,2025-2026,2015-16,05,67,Household servant,207.79
2025-11-01,2025-2026,2015-16,05,67,Household servant,208.87
2025-12-01,2025-2026,2015-16,05,67,Household servant,210.89
2026-01-01,2025-2026,2015-16,05,67,Household servant,211.16
2026-02-01,2025-2026,2015-16,05,67,Household servant,211.55
2026-03-01,2025-2026,2015-16,05,67,Household servant,212.67
2026-04-01,2025-2026,2015-16,05,67,Household servant,213.55
2026-05-01,2025-2026,2015-16,05,67,Household servant,214
2026-06-01,2025-2026,2015-16,05,67,Household servant,215.67
2019-07-01,2019-2020,2015-16,06,00,Health,133.63
2019-08-01,2019-2020,2015-16,06,00,Health,133.97
2019-09-01,2019-2020,2015-16,06,00,Health,134.58
2019-10-01,2019-2020,2015-16,06,00,Health,135.68
2019-11-01,2019-2020,2015-16,06,00,Health,136.36
2019-12-01,2019-2020,2015-16,06,00,Health,137.1
2020-01-01,2019-2020,2015-16,06,00,Health,137.89
2020-02-01,2019-2020,2015-16,06,00,Health,138.29
2020-03-01,2019-2020,2015-16,06,00,Health,139.56
2020-04-01,2019-2020,2015-16,06,00,Health,139.6
2020-05-01,2019-2020,2015-16,06,00,Health,139.92
2020-06-01,2019-2020,2015-16,06,00,Health,140.28
2020-07-01,2020-2021,2015-16,06,00,Health,141.55
2020-08-01,2020-2021,2015-16,06,00,Health,142.89
2020-09-01,2020-2021,2015-16,06,00,Health,144.31
2020-10-01,2020-2021,2015-16,06,00,Health,145.63
2020-11-01,2020-2021,2015-16,06,00,Health,145.98
2020-12-01,2020-2021,2015-16,06,00,Health,147.24
2021-01-01,2020-2021,2015-16,06,00,Health,148.06
2021-02-01,2020-2021,2015-16,06,00,Health,150.26
2021-03-01,2020-2021,2015-16,06,00,Health,151.94
2021-04-01,2020-2021,2015-16,06,00,Health,152.72
2021-05-01,2020-2021,2015-16,06,00,Health,153.41
2021-06-01,2020-2021,2015-16,06,00,Health,154.68
2021-07-01,2021-2022,2015-16,06,00,Health,155
2021-08-01,2021-2022,2015-16,06,00,Health,155.91
2021-09-01,2021-2022,2015-16,06,00,Health,156.84
2021-10-01,2021-2022,2015-16,06,00,Health,157.83
2021-11-01,2021-2022,2015-16,06,00,Health,159.57
2021-12-01,2021-2022,2015-16,06,00,Health,162.05
2022-01-01,2021-2022,2015-16,06,00,Health,162.93
2022-02-01,2021-2022,2015-16,06,00,Health,165.61
2022-03-01,2021-2022,2015-16,06,00,Health,167.16
2022-04-01,2021-2022,2015-16,06,00,Health,168.5
2022-05-01,2021-2022,2015-16,06,00,Health,169.14
2022-06-01,2021-2022,2015-16,06,00,Health,171.46
2022-07-01,2022-2023,2015-16,06,00,Health,171.68
2022-08-01,2022-2023,2015-16,06,00,Health,174.36
2022-09-01,2022-2023,2015-16,06,00,Health,176.15
2022-10-01,2022-2023,2015-16,06,00,Health,179.22
2022-11-01,2022-2023,2015-16,06,00,Health,182
2022-12-01,2022-2023,2015-16,06,00,Health,183.92
2023-01-01,2022-2023,2015-16,06,00,Health,190.17
2023-02-01,2022-2023,2015-16,06,00,Health,196.23
2023-03-01,2022-2023,2015-16,06,00,Health,197.03
2023-04-01,2022-2023,2015-16,06,00,Health,200.69
2023-05-01,2022-2023,2015-16,06,00,Health,201.87
2023-06-01,2022-2023,2015-16,06,00,Health,203.22
2023-07-01,2023-2024,2015-16,06,00,Health,209.2
2023-08-01,2023-2024,2015-16,06,00,Health,213.56
2023-09-01,2023-2024,2015-16,06,00,Health,223.51
2023-10-01,2023-2024,2015-16,06,00,Health,229.53
2023-11-01,2023-2024,2015-16,06,00,Health,232.12
2023-12-01,2023-2024,2015-16,06,00,Health,234.2
2024-01-01,2023-2024,2015-16,06,00,Health,234.72
2024-02-01,2023-2024,2015-16,06,00,Health,235.03
2024-03-01,2023-2024,2015-16,06,00,Health,236.76
2024-04-01,2023-2024,2015-16,06,00,Health,237.26
2024-05-01,2023-2024,2015-16,06,00,Health,243.2
2024-06-01,2023-2024,2015-16,06,00,Health,247.37
2024-07-01,2024-2025,2015-16,06,00,Health,251.47
2024-08-01,2024-2025,2015-16,06,00,Health,253.98
2024-09-01,2024-2025,2015-16,06,00,Health,257.52
2024-10-01,2024-2025,2015-16,06,00,Health,260.72
2024-11-01,2024-2025,2015-16,06,00,Health,267.04
2024-12-01,2024-2025,2015-16,06,00,Health,268.54
2025-01-01,2024-2025,2015-16,06,00,Health,270.5
2025-02-01,2024-2025,2015-16,06,00,Health,271.35
2025-03-01,2024-2025,2015-16,06,00,Health,271.71
2025-04-01,2024-2025,2015-16,06,00,Health,273.81
2025-05-01,2024-2025,2015-16,06,00,Health,274.2
2025-06-01,2024-2025,2015-16,06,00,Health,276.26
2025-07-01,2025-2026,2015-16,06,00,Health,276.72
2025-08-01,2025-2026,2015-16,06,00,Health,278.71
2025-09-01,2025-2026,2015-16,06,00,Health,280.61
2025-10-01,2025-2026,2015-16,06,00,Health,282.04
2025-11-01,2025-2026,2015-16,06,00,Health,285.7
2025-12-01,2025-2026,2015-16,06,00,Health,286.29
2026-01-01,2025-2026,2015-16,06,00,Health,287.22
2026-02-01,2025-2026,2015-16,06,00,Health,288.28
2026-03-01,2025-2026,2015-16,06,00,Health,289.27
2026-04-01,2025-2026,2015-16,06,00,Health,290.64
2026-05-01,2025-2026,2015-16,06,00,Health,292.4
2026-06-01,2025-2026,2015-16,06,00,Health,294.3
2019-07-01,2019-2020,2015-16,06,68,Drugs and medicines,131.83
2019-08-01,2019-2020,2015-16,06,68,Drugs and medicines,131.84
2019-09-01,2019-2020,2015-16,06,68,Drugs and medicines,132.04
2019-10-01,2019-2020,2015-16,06,68,Drugs and medicines,133.92
2019-11-01,2019-2020,2015-16,06,68,Drugs and medicines,135.17
2019-12-01,2019-2020,2015-16,06,68,Drugs and medicines,136.73
2020-01-01,2019-2020,2015-16,06,68,Drugs and medicines,137.56
2020-02-01,2019-2020,2015-16,06,68,Drugs and medicines,138.19
2020-03-01,2019-2020,2015-16,06,68,Drugs and medicines,138.81
2020-04-01,2019-2020,2015-16,06,68,Drugs and medicines,138.92
2020-05-01,2019-2020,2015-16,06,68,Drugs and medicines,139.26
2020-06-01,2019-2020,2015-16,06,68,Drugs and medicines,139.6
2020-07-01,2020-2021,2015-16,06,68,Drugs and medicines,141.05
2020-08-01,2020-2021,2015-16,06,68,Drugs and medicines,142.25
2020-09-01,2020-2021,2015-16,06,68,Drugs and medicines,142.68
2020-10-01,2020-2021,2015-16,06,68,Drugs and medicines,143.18
2020-11-01,2020-2021,2015-16,06,68,Drugs and medicines,143.8
2020-12-01,2020-2021,2015-16,06,68,Drugs and medicines,145.66
2021-01-01,2020-2021,2015-16,06,68,Drugs and medicines,146.9
2021-02-01,2020-2021,2015-16,06,68,Drugs and medicines,149.64
2021-03-01,2020-2021,2015-16,06,68,Drugs and medicines,151.74
2021-04-01,2020-2021,2015-16,06,68,Drugs and medicines,153.01
2021-05-01,2020-2021,2015-16,06,68,Drugs and medicines,154.25
2021-06-01,2020-2021,2015-16,06,68,Drugs and medicines,154.58
2021-07-01,2021-2022,2015-16,06,68,Drugs and medicines,154.71
2021-08-01,2021-2022,2015-16,06,68,Drugs and medicines,155.75
2021-09-01,2021-2022,2015-16,06,68,Drugs and medicines,156.28
2021-10-01,2021-2022,2015-16,06,68,Drugs and medicines,158.13
2021-11-01,2021-2022,2015-16,06,68,Drugs and medicines,160.71
2021-12-01,2021-2022,2015-16,06,68,Drugs and medicines,163.73
2022-01-01,2021-2022,2015-16,06,68,Drugs and medicines,164.68
2022-02-01,2021-2022,2015-16,06,68,Drugs and medicines,166.91
2022-03-01,2021-2022,2015-16,06,68,Drugs and medicines,169.37
2022-04-01,2021-2022,2015-16,06,68,Drugs and medicines,170.76
2022-05-01,2021-2022,2015-16,06,68,Drugs and medicines,171.9
2022-06-01,2021-2022,2015-16,06,68,Drugs and medicines,173.82
2022-07-01,2022-2023,2015-16,06,68,Drugs and medicines,174.21
2022-08-01,2022-2023,2015-16,06,68,Drugs and medicines,174.89
2022-09-01,2022-2023,2015-16,06,68,Drugs and medicines,177.38
2022-10-01,2022-2023,2015-16,06,68,Drugs and medicines,181.83
2022-11-01,2022-2023,2015-16,06,68,Drugs and medicines,185.64
2022-12-01,2022-2023,2015-16,06,68,Drugs and medicines,188.95
2023-01-01,2022-2023,2015-16,06,68,Drugs and medicines,196.61
2023-02-01,2022-2023,2015-16,06,68,Drugs and medicines,204.5
2023-03-01,2022-2023,2015-16,06,68,Drugs and medicines,203.87
2023-04-01,2022-2023,2015-16,06,68,Drugs and medicines,207.6
2023-05-01,2022-2023,2015-16,06,68,Drugs and medicines,209.39
2023-06-01,2022-2023,2015-16,06,68,Drugs and medicines,210.24
2023-07-01,2023-2024,2015-16,06,68,Drugs and medicines,214.94
2023-08-01,2023-2024,2015-16,06,68,Drugs and medicines,221.71
2023-09-01,2023-2024,2015-16,06,68,Drugs and medicines,239.62
2023-10-01,2023-2024,2015-16,06,68,Drugs and medicines,248.54
2023-11-01,2023-2024,2015-16,06,68,Drugs and medicines,249.9
2023-12-01,2023-2024,2015-16,06,68,Drugs and medicines,250.2
2024-01-01,2023-2024,2015-16,06,68,Drugs and medicines,250.58
2024-02-01,2023-2024,2015-16,06,68,Drugs and medicines,250.96
2024-03-01,2023-2024,2015-16,06,68,Drugs and medicines,253.95
2024-04-01,2023-2024,2015-16,06,68,Drugs and medicines,254.89
2024-05-01,2023-2024,2015-16,06,68,Drugs and medicines,257.63
2024-06-01,2023-2024,2015-16,06,68,Drugs and medicines,263.2
2024-07-01,2024-2025,2015-16,06,68,Drugs and medicines,265.47
2024-08-01,2024-2025,2015-16,06,68,Drugs and medicines,269.05
2024-09-01,2024-2025,2015-16,06,68,Drugs and medicines,273.52
2024-10-01,2024-2025,2015-16,06,68,Drugs and medicines,276.17
2024-11-01,2024-2025,2015-16,06,68,Drugs and medicines,288.37
2024-12-01,2024-2025,2015-16,06,68,Drugs and medicines,291.11
2025-01-01,2024-2025,2015-16,06,68,Drugs and medicines,292.08
2025-02-01,2024-2025,2015-16,06,68,Drugs and medicines,292.45
2025-03-01,2024-2025,2015-16,06,68,Drugs and medicines,292.7
2025-04-01,2024-2025,2015-16,06,68,Drugs and medicines,293.06
2025-05-01,2024-2025,2015-16,06,68,Drugs and medicines,293.8
2025-06-01,2024-2025,2015-16,06,68,Drugs and medicines,297.55
2025-07-01,2025-2026,2015-16,06,68,Drugs and medicines,298.04
2025-08-01,2025-2026,2015-16,06,68,Drugs and medicines,298.59
2025-09-01,2025-2026,2015-16,06,68,Drugs and medicines,301.47
2025-10-01,2025-2026,2015-16,06,68,Drugs and medicines,303.89
2025-11-01,2025-2026,2015-16,06,68,Drugs and medicines,308.39
2025-12-01,2025-2026,2015-16,06,68,Drugs and medicines,309.08
2026-01-01,2025-2026,2015-16,06,68,Drugs and medicines,310.36
2026-02-01,2025-2026,2015-16,06,68,Drugs and medicines,311.17
2026-03-01,2025-2026,2015-16,06,68,Drugs and medicines,311.69
2026-04-01,2025-2026,2015-16,06,68,Drugs and medicines,311.93
2026-05-01,2025-2026,2015-16,06,68,Drugs and medicines,312.94
2026-06-01,2025-2026,2015-16,06,68,Drugs and medicines,313.39
2019-07-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,106.46
2019-08-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,106.58
2019-09-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,106.62
2019-10-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,106.81
2019-11-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.01
2019-12-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.01
2020-01-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.01
2020-02-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.17
2020-03-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.2
2020-04-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.2
2020-05-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,107.2
2020-06-01,2019-2020,2015-16,06,69,Therapeutic Appliances and Equipme,111.06
2020-07-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,112.42
2020-08-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,113.06
2020-09-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,113.39
2020-10-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,114.67
2020-11-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,114.94
2020-12-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,114.98
2021-01-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,115.16
2021-02-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,116.2
2021-03-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,116.53
2021-04-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,116.6
2021-05-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,116.6
2021-06-01,2020-2021,2015-16,06,69,Therapeutic Appliances and Equipme,116.64
2021-07-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,116.66
2021-08-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,116.67
2021-09-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,116.78
2021-10-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,116.9
2021-11-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,118.41
2021-12-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,119.84
2022-01-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,120.14
2022-02-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,122.47
2022-03-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,122.87
2022-04-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,122.88
2022-05-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,122.89
2022-06-01,2021-2022,2015-16,06,69,Therapeutic Appliances and Equipme,123.13
2022-07-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,123.13
2022-08-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,123.38
2022-09-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,123.95
2022-10-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,124.75
2022-11-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,126.97
2022-12-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,127.06
2023-01-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,127.13
2023-02-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,127.9
2023-03-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,128.98
2023-04-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,132.06
2023-05-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,132.07
2023-06-01,2022-2023,2015-16,06,69,Therapeutic Appliances and Equipme,132.81
2023-07-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,132.81
2023-08-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,139.45
2023-09-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,141.16
2023-10-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,144.45
2023-11-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,146.79
2023-12-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.02
2024-01-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.38
2024-02-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.54
2024-03-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.55
2024-04-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.59
2024-05-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,147.7
2024-06-01,2023-2024,2015-16,06,69,Therapeutic Appliances and Equipme,148.33
2024-07-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,150.51
2024-08-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,150.7
2024-09-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,150.84
2024-10-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,150.99
2024-11-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,153.39
2024-12-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,154.64
2025-01-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,154.74
2025-02-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,154.81
2025-03-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,154.81
2025-04-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,155.03
2025-05-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,155.03
2025-06-01,2024-2025,2015-16,06,69,Therapeutic Appliances and Equipme,155.58
2025-07-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,155.64
2025-08-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,155.67
2025-09-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,155.97
2025-10-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,156.04
2025-11-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,156.75
2025-12-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,156.75
2026-01-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,156.75
2026-02-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,156.87
2026-03-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,157.09
2026-04-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,157.25
2026-05-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,157.61
2026-06-01,2025-2026,2015-16,06,69,Therapeutic Appliances and Equipme,158.14
2019-07-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,157.13
2019-08-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,157.92
2019-09-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,160.75
2019-10-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,160.79
2019-11-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,161.01
2019-12-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,161.06
2020-01-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,163.19
2020-02-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,163.48
2020-03-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,168.77
2020-04-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,168.77
2020-05-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,169.68
2020-06-01,2019-2020,2015-16,06,70,Doctor (MBBS) clinic fee,169.79
2020-07-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,172.1
2020-08-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,174.13
2020-09-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,179.85
2020-10-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,184.48
2020-11-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,184.48
2020-12-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,186
2021-01-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,186.63
2021-02-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,189.71
2021-03-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,190.2
2021-04-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,190.39
2021-05-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,190.81
2021-06-01,2020-2021,2015-16,06,70,Doctor (MBBS) clinic fee,192.11
2021-07-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,192.56
2021-08-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,193.89
2021-09-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,195.83
2021-10-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,196.06
2021-11-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,198.64
2021-12-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,202.1
2022-01-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,203.2
2022-02-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,206.4
2022-03-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,207.52
2022-04-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,209.76
2022-05-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,210.21
2022-06-01,2021-2022,2015-16,06,70,Doctor (MBBS) clinic fee,213.15
2022-07-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,213.19
2022-08-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,225.85
2022-09-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,226.5
2022-10-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,229.62
2022-11-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,232.48
2022-12-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,232.94
2023-01-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,248.16
2023-02-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,252.15
2023-03-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,254.96
2023-04-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,254.96
2023-05-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,256.28
2023-06-01,2022-2023,2015-16,06,70,Doctor (MBBS) clinic fee,258.55
2023-07-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,270.51
2023-08-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,273.23
2023-09-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,275.26
2023-10-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,283.58
2023-11-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,290.07
2023-12-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,291.41
2024-01-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,292.6
2024-02-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,292.69
2024-03-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,293.79
2024-04-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,293.79
2024-05-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,309.88
2024-06-01,2023-2024,2015-16,06,70,Doctor (MBBS) clinic fee,311.96
2024-07-01,2024-2025,2015-16,06,70,Doctor (MBBS) clinic fee,316.61
2024-08-01,2024-2025,2015-16,06,70,Doctor (MBBS) clinic fee,319.39
2024-09-01,2024-2025,2015-16,06,70,Doctor (MBBS) clinic fee,326.91
2024-10-01,2024-2025,2015-16,06,70,Doctor (MBBS) clinic fee,331.8
